Username,Tweet,Sentiment_Value
denyizzlle,this james charles tea is keeping me entertained at work lmfao. but frfr i’ve been a fan of tati for a couple years &amp; she’s one of the few that i actually trust on youtube lol,positive
MarwaAlShiekhy,"People are watching Ramadan’s shows, and i’m here following The Tati/James Charles Drama",neutral
kimyoungbakyoon,damn tati ended james charles' career in a snap,neutral
tombetaga,"in a world full of James Charles, be a Tati Westbrook",positive
kendoll350,I am so here for the beauty community drama! Watching James Charles get dragged is so entertaining. I’m sorry but you can’t try and “change” straight men just because your a celebrity and then act like a victim later on. Love Tati even more now 😂 https://t.co/pXJQ2J1ZGy,positive
tasteslikesalt,i must confess that i'm in the 0.1% of the online population that didn't know who tati and james charles were until yesterday.,neutral
Bristlerske,"Please come watch my live stream!
Tati &amp; James Charles - Live Subscriber Count - James Charles Is Losing T... https://t.co/NwtLaBoXco via @YouTube",positive
astral_andii,"James Charles has been cancelled, we can all thank my queen, Tati for doing so 💕",neutral
JustinLambchop,"The YouTube channel ‘As Told By Kenya’ has been giving me LIFE coverinfnthe drama between Tati, James Charles and Gabriel Zamora.",neutral
haus0fhenri,Godd for how many more days are y’all gonna tweet bout James Charles and Tati...im tired of this sh*t https://t.co/vXzkBrts1Z,positive
blahblahgirl098,"@exol_army_kpopp James Charles is a YouTube beauty guru/ influencer. Apparently he betrayed his friend’s, Tati trust (he promoted her #1 Competitor). And he was involved in other scandals before this one as well. She basically ended his career in one video titled “Bye Sister”",negative
AlanoudGosaibi,"So, I just saw Tati’s video and let’s just say, I’m so glad I unsubscribed from James Charles https://t.co/UgKuAmV0V6",positive
xgiacoppox126,James Charles at Tati’s birthday dinner: https://t.co/mnCglmgsQs,neutral
JordRT,"All of you resubbing better fucking stop, James Charles is meant to be over ffs! Can you not see all the awful shit he’s done like 🙄🙄 #JamesCharles #jamescharlesiscancelled #Tati #jamesisoverparty https://t.co/V7grJw8GKZ",negative
witches_tit,"While I'm glad Tati has exposed James Charles, it's sad that him endorsing vitamins from her compeititor was the tipping point and not his racism or transphobia",neutral
TimeTeller8,"@GlamLifeGuru When James Charles says ""Stay down final warning"" Tati comes back and says... https://t.co/LrRcMCQI4D",negative
Newsweek,"Twitter debates if James Charles or Laura Lee had the worst apology after Tati Westbrook drama
https://t.co/mEuccKgpSU",negative
lateeeeeefa,James Charles and Tati are todays trend,neutral
meganlt18,James Charles has lost a million followers in not even 24 hours. Tati killed him,negative
jacobestone,please dont give James Charles any attention. he is a monster for what he did to tati. #JamesCharles #jamescharlesiscancelled,neutral
mhksho,"James Charles really brought this upon himself, like imagine somebody as nice as tati making a whole video exposing trash behaviour💀",positive
sergeanthacker,I'm living for this Tati vs James Charles stuff today. It's making my day. The #memes have me cracking up.,neutral
mariamartinex17,tati uploading that 43 min long video on james charles https://t.co/aSkgOse34c,negative
leiii25,Tati gaining nd james charles losing subscribers😕💔 https://t.co/fdb9lJAtgL,neutral
JustinLambchop,Tati Westbrook vs James Charles | JAMES CHARLES EXPOSED https://t.co/YFhj1dIuQt via @YouTube,neutral
ferny_098,i really spent my whole morning catching up on who james charles and tati were but 10/10 tea and i now stan tati,positive
hurricrab,"I do not condone some of the actions of James Charles, especially some of those that were highlighted in @GlamLifeGuru's video... but it almost seems like this was vengeful. Like Tati went on and on about how she wanted to see James Charles grow up and mature",positive
dirtycryptid,"Now I don’t like James Charles, and idk Tati, so me watching her video made me think, “Hmm 🤔 Sis was all compassionate till she started going in on guy’s ‘trickery’. Then she talked abt disgust and vomit and all this. A little suspect, madam 👀”",negative
laleliloluks,"everyone : *talking about james charles and tati issue*

jeffree star : https://t.co/cLkBYQUQcZ",neutral
Writer99Ghost,James Charles almost lost 1mil subscribers overnight while Tati gained 1mil within few hours... I- https://t.co/k8qcYzbAZ5,negative
JaeDamage,So what’s the James Charles/Tati Westbrook drama? The tea has been real the past couple days but I need the quick summary😂,positive
Kaoivin,"Muted words: James, Charles, Tati, Influencer",neutral
thejessiecooper,"@_sashayed Yooo it is a GOOD dragging. James Charles is cancelled and Tati is the queen of the beauty community now I think? 

The Ebola scandal - James Charles took a trip to Africa and tweeted some shit about ""going to Africa omg what if I get Ebola?!""",positive
hahaimquirky,WOW Tati really just killed James Charles’ career LIKE BOOM https://t.co/f5OrjRdI3z,positive
emroses3,I find it funny that everyone is freaking out over the Tati/James Charles drama. The truth is that there are probably MANY people of the “James Charles” type hiding in plain sight in your own life right now. Ridding yourself of them is the most liberating thing you’ll ever do.,positive
lilacluigi,n e ways we goin ✈️ watching tati whoever that is talk about james charles cause he’s disgusting 😌🤝,negative
gelleverdeflor,Just watched some videos about James Charles and Tati's issue. So sad and disappointed to hear about James' behavior off cam. 😒,negative
polaroidpml,james charles after tati started and ended his career https://t.co/W1UylQ7cFI,neutral
sherlockjess1,tati’s voice is literally so nice??? idk man i cant explain it but it’s really just nice to listen to lol. and also the fact that she ended james charles’ career,positive
anisahjkhan,waiting for the “i watched tati’s video about james charles so you didn’t have to” vid,neutral
_ktyXX_,reminder to not stan Tati regardless pf what she’s said abt James Charles ; she still actively supports RACIST jeffeee star,negative
lauraxmay,used to love James Charles but if. He’s done what Tati says he has then that is vile,positive
alishalty,this james charles and tati drama is just getting more and more interesting,positive
yoonsepiphany,"Me: I don’t like drama

Also me: *hears about the Tati and James Charles drama*:

 https://t.co/gnOaU1EJAY",neutral
savannahjh98,Someone tell me what happened with James Charles and Tati,neutral
301295vante,I didn't even know who james charles is until he got viral bc of tati and i dont know tatis face until i watched the vid of her exposing james i just know her name bc of my friend and james face bc sometimes i see it online but like idc lol,positive
Lottie_BIEBER12,James Charles arriving at his overpriced meet &amp; greets after Tati ended his career https://t.co/AVq4alG1XA,neutral
MrsMinnicole,"I like james charles, But when I knew those boiling tea that Tati just spilled? Bitch im so disappointed.",negative
sgfgnik,james charles went from 16.1M to 15.9M in 24 hours... TATI DID HIM DIRTY LMAOOOOO,negative
damnitsjamiee,"Tati have protected James Charles for so long YES she has been a witness of all the crappiest things he’s made YES but ask yourselves why’d she do that. 

OUT OF PURE FREAKING LOVE. 
If you hadn’t had someone once in your life that you have protected and closed eyes on all the-",positive
ThengaChutney,"Keeping up with the Beauty Gurus : 
1) James Charles has been exposed and dragged by QUEEN Tati 
2) Jeffree does 20 million dollar closet tour 
3) Shane dawson 8 part series on James Charles coming soon 
4) Laura lee says ""I hated james too"" to be a part of the action https://t.co/s8riqFxdjZ",negative
M4rs_x,"Jeffree Star: my boyfriend is actually straight!
Twitter: THAT’S AWESOME 
James Charles: I like straight men
Twitter &amp; Tati: 😯😯YOU CAN’T DO THAT THIS IS RAPE 😡😡",positive
lexienknick,this james charles/tati westbrook drama is so wild I think I lost brain cells watching both of their videos...what a life it must be to be rich,positive
SisterSquadInfo,"James Charles: I'm the queen of staying out of drama
Tati: Bye Sister..
James Charles: *looses 1M+ subscribers in less than 24 hours*
#teaspill #tea #jamescharles #tatiwestbrook
#tati #beautygurudrama #jamescharlesiscancelled #jamesisover @jamescharles  @GlamLifeGuru",negative
elhargaryennn,tati made james charles lose over 1.5 million and counting while simultaneously gaining 1+ million and counting eye- https://t.co/huqJJJWPi2,neutral
nadyikes,"anjrit ngapain gua nntn 43mins clarification vids about tati vs james charles... 
man i dont even watch them at all",neutral
Shez_mug,"My whole timeline is James Charles, Tati and debates about abortions 👀",positive
CrustyPeeper,*James Charles being shitty in the past*                                                            No one:                                                      *Tati telling the whole internet he’s shit*                                                            Everyone: https://t.co/e6SJI6hKLw,negative
mikeysipstea,"@EthanDolan Tati: Raise your hand if you’ve ever felt personally victimized by James Charles. 

Straight Boys: https://t.co/fB9FfZYd4V",positive
nedd007,Let take a rest for awhile. Just chillin' while watching Tati's video about James Charles.,neutral
anadanceforlife,Am I really sitting here watching tati’s 43 minute video dragging james charles without knowing who the hell she is just for the fun of seeing him being dragged? https://t.co/wg7lOLKCi2,positive
gloribel_huerta,I watched all of tatis 43 min video and couldn’t even watch 8 seconds of James Charles 8 min video  and every word Tati said I felt that ..,neutral
