Username,Tweet,Sentiment_Value
anngelgf,can i um just say that if u bought a james charles or. jeffree star palette u don?t ..... have to trash it considering they?re like $80 and u already have em ur money fjdjdj ??,neutral
Shimmerguk,"Bruh I just remembered James Charles is having a tour, watch that hoe be empty after today, I mean wouldn't be surprised",negative
ripstaryt,"Considering the James Charles drama is about backstabbing... This is the most ironic thing I've seen in a while, lol. https://t.co/j7Qj5zcI8a",positive
ItsJackDaniel,So I just watched James Charles videos for the first time and I can?t believe what I?m about to say but he seemed nice wtf,positive
LabRetouching,"Want to stream your favorite game on Twitch? See some of our free overlays. 
Visit: https://t.co/Hjlx6nh8nL 
Order now: https://t.co/alnRhdq4ij 
#twitchoverlays #freetwitchoverlays #streamoverlays #Rockets #Warriors #Klay #Chris Paul #DubNation #Houston #GSWvsHOU #James Charles https://t.co/gGm9GyQXaT",positive
murderyourgod,"I was watching James Charles? apology video, but skipped to the part he started crying because I needed a laugh #jamescharlesisoverparty",positive
_K_Razy_,The gummy bears better be the most delicious and amazing thing in this world cause they just cost James Charles his career... https://t.co/NwMLn5rjnd,positive
ashlyngrace7890,"It?s scary that Ik I?m gonna have to grow up in this world like...turtles are dying, they made a bill to stop abortion and ?forms? of abortion such as IUDs and birth control pills, and James Charles is an ugly cunt",negative
softbhaddie,Anyways now that james charles over yall should stream map of seul and cat&amp;dog,neutral
littlewolfreads,@JakeDoesBooks intrigued with the beauty community or with james charles drama cus lowkey there?s probably a whole section for him on gurugossip,positive
istanlegendsuwu,"what happened to James Charles? Someone, please explain to me ??",neutral
geeeanne_,Wish I could unsubscribe from james charles but I never subscribed in the first place,positive
Splatanna,I knew there was a reason why I didn?t like James Charles.,neutral
datyounghoey,"I know that no one asked for my opinion but I really started to see James Charles as problematic when he got mad at his fans for complaining about having 8 ads in a video. Like, you?re going to argue to the people that made you what you are? https://t.co/7guOajWlLO",negative
keleighhamptonn,@babyhayhayyy @IvyAlexuss @CaliKnight_ fr FUCK james charles!! tati basically MADE him and is the only reason he?s making the amount of $ he is now,negative
classyassmofo,Some of y?all forget that James Charles is still young. Like yes he?s treated as an adult because of his success but he?s still 19. I only just feel like I?m learning how to adult and growing up and I?m 24. It?s okay James. Mistakes happen. Just learn from it and grow ??,positive
Madisoncarriee,Me looking at James Charles? social blade https://t.co/UZDO0AHQB2,positive
babylwthoney,james charles? apologising video and youtube rewind 2018 fighting to become the most disliked video https://t.co/GY0Jtv5OW9,positive
namuluvr,Look James Charles has always been canceled it?s just fun to see someone drag him like how Tati did. That?s all.,positive
CalebBehm,???? Idk who these people are but it?s entertaining. Also James Charles career was ended at 19? He?s gonna be fine y?all most kids don?t even have a job yet at that age https://t.co/oGn6qMNGQQ,positive
mxrcusheng,?i wanted to unsubscribe James Charles on Youtube but I wasn?t following him in the first place? ??????????,positive
ryannickraines,Current favorite pastime: refreshing James Charles?s channel and watching his subscriber count plummet by the thousands every minute ??,positive
The1Dev,"When I saw James Charles?s apology vid..um next and Bye ??? 

I?m glad @GlamLifeGuru had the courage to call James out for who he is and well maybe it?s time that he grows a pair and acts like an adult. Just my opinion?? https://t.co/YszseMiJb8",positive
LUTIKRISS_,"DEAR James Charles: ( you?re cancelled)
https://t.co/w7eHVmIaTJ ?@jamescharles? you need to hear this. Sometimes you should listen to others. Everybody tweet this ?@jamescharles?.",neutral
joanofarcgrande,"AHAHAHHA my tl is usually full of different people talking about different things (like ari stans, little mix and kpop stans, comedy accounts, etc). but TODAY it?s FULL of james charles and literally everyone i follow EVEN THE CELEBRITIES are tweeting about it",positive
lostinbocas,so what?s happening with james charles? someone catch me up on the tea ??,neutral
grimweezy,"If James Charles doesn?t get dropped from Ulta and Morphe for being a racist, a sexual predator, &amp; obvi many more things, I will be pissed",positive
Arden_Hux,Could someone explain to me why everyone hates James Charles? (I literally ONLY know he?s a makeup influencer),neutral
chlldrmrtn,can someone explain the James Charles drama to me pls I?m sick and confused,negative
inlovewithkloss,Every page refresh James Charles subs go down 30-50 total it?s what he deserves,negative
aleexpeacock,we have been stanning this woman but y?all been too busy wasting your time on mr. james charles...next https://t.co/Q7ksQrPFwg,positive
xofrecks,I?m still in awe of the articulation and elegance that Tati displayed while completely SHREDDING James Charles like a piece of loose leaf that has your social security number on it,positive
_wooush,I literally don?t understand what is going on with James Charles right now but damn... Seeing his name start irritating me ?????????,negative
carri9991,James Charles is literally the definition of a problematic celeb who can?t take responsibility for their actions and thinks being famous will get them out of their problems. Fake crying and heavy breathing into a camera for 8 minutes doesn?t cancel out your mistakes boy bye,negative
ladypiss,"I can?t wait til jovan and James Charles fist fight to the death, spoiler jovan wins",positive
honeydaegus,i thought everyone hated james charles already before but oh well that?s what you deserve sister!,negative
savnahuff,let?s not ever forget that @esims22 single handedly ruined james charles? career... https://t.co/Gv3VCqkynF,negative
kelseykocher123,go on james charles youtube and keep refreshing the page and watch how fast he?s losing subscribers. the ??,positive
logansofties,"@ James Charles, it doesn?t feel good to get hated on does it? i call this karma.",negative
ElJayM2A,James Charles? subscribers are going down so fucking much I?m starting to feel bad for the guy??,negative
gothgolfcourse,"funny how my sister lives for youtube drama and will watch the videos put out by the people involved, but the second it?s james charles she?s like ?idk why they have to make it so public, why can?t they just talk to each other??",positive
andria___03,"James Charles is not an influencer. He is a businessman. He is making money off of his popularity and the more wild he acts, the more followers he gets. Please stop giving people power that doesn?t exist. We are all equal. https://t.co/Jzv7pdshO7",positive
EyeAmWema,It?s been literally hours but I still just read 7 James Charles tweets in a row by 7 different people on my TL,neutral
dbrighttt,I was never a fan of James Charles but now I?m a negative fan,negative
Tvnzizzle__,The fact that Tati shut down James Charles and sold me on Halo all in the same video really makes her that bitch right now omg let?s all take halo vitamins guys,positive
carsenstokes,Lol I knew I didn?t buy James Charles? pallete for a reason,positive
Madsims22,The fact that James Charles tried to force straight men to do sexual things with him really has me fucked up. How can a human think forcing sexuality is okay. The only fucking reason I?m keeping his palette is because my sister spent her hard earned money on it and it?s quality,negative
ratedjeonsomi,Im literally promoting somi?s fancam under tweets about james charles ??????,neutral
ayeee_brendalee,"This whole James Charles shit is annoying, please get it off my TL. All of y?all in support are soft af. All offense.",negative
mrvelsmj,if i see that james charles video one more time on my tl y?all ??,positive
softwandabee,I love how James Charles?s sisters are backing out,positive
jsvadd,im following tati and unfollowing james charles after today?s t https://t.co/LNbXDvozIy,neutral
gabbythatcher,i?m so glad everyone is finally realising how shitty james charles is. stan @kurtisconner instead bc he?s so hilarious but also incredible empathetic and considerate and respectful &lt;3 #jamescharlesisoverparty,positive
caylafalgoust,12:10 and we?re watching james charles sub count go down #jamescharlesisoverparty https://t.co/Hm7n7ovCyf,negative
ruscanelise,"Gm

Not that I really care I?m just curious by nature but wtf happened to James Charles?",negative
aisling_ns,i knew james charles sucked but wtf happened why are we canceling him extra hard? (i?ve hated him for a while don?t @ me),negative
Rub_Her_Toe,dang Jose I?m sorry that your baby girl James Charles got cancelled,negative
mysticsoos,i never liked james charles from the start and now everyone?s cancelling him and I?m just here like ???? https://t.co/Wg2kOlR0fT,negative
crustinaahxx,@BigNik Are you talking about the whole James Charles and Tati Westbrook situation??? Didn?t know you pay attention to beauty guru?s .,positive
whydyouhave2BOO,I just remembered I saw James Charles at the Hollywood Bowl at the ptx show in 2017 and Alicia said ?I think that was James Charles? as he walked by us and I said ?who?? and then I saw him and was like ?oh? and then he disappeared and that?s my whole story,positive
coralinecth,"so as of right now James Charles has lost a total of 640,739 subscribers within the past couple hours that is tati?s impact https://t.co/rZemDGOnZO",positive
reinaadora,who?s still following james charles????,neutral
ep_korey,ahhhh remember when I was like ?James Charles is just a stupid 19 yr old? lol nope i was very wrong about that one fjdjd defs worse than I though,negative
ayyoyami,Anybody else struggled watching James Charles 8 min video? It?s so cringe worthy omg.,positive
annelisetalk,I?ve been patiently waiting for everyone to realize James Charles didn?t deserve the subscribers he had and the day finally came that someone called him out THANK. GOD.,neutral
gilligansailor,Goodnight. This evening we FEAST upon the advent of the end of James Charles. This is all I will speak about the rest of the weekend. Until ?morrow.,neutral
glossyphoria,"this isn?t kpop related but.. YALL WHEN I TELL YOU THE LAUGH TRACK I PUT IN WAS ME DEADASS LAUGHING, IT WAS ME OK SJFJD

don?t get me wrong, i had.. uh... idk.. 3 day james charles faze. but.... if Mr. Star aka Jerffree makes a video on this too... ?? https://t.co/Gfic8b0QTW",positive
